醫事機構代碼,醫事機構名稱,醫事機構地址,經度,緯度,醫事機構電話,廠牌項目,快篩試劑截至目前結餘存貨數量,來源資料時間,備註
5931161513,苗園健保特約藥局,新北市泰山區仁愛路９２號１樓,121.4331,25.05534,(02)22970736,羅氏家用新冠病毒抗原自我檢測套組,63,2022/05/09 08:09:02,每日下午兩點販售，每日限量70組，另8份預留緊急狀況使用。
5931161577,立赫輔大藥局,新北市泰山區貴子路６５號１樓,121.4304,25.03971,(02)29060306,羅氏家用新冠病毒抗原自我檢測套組,42,2022/05/09 08:09:02,營業時間：週一~週五，9:30-19:30，5／9 （一）9:30開始發號碼牌
5931161620,華特藥局,新北市泰山區明志路１段２６０號１樓,121.4321,25.06052,(02)29095662,羅氏家用新冠病毒抗原自我檢測套組,156,2022/05/09 08:09:02,5／7（六）-5／8（日）人力調度停止販售快篩 大家辛苦了 多多關心身邊的家人 加油 我們星期一再繼續奮鬥!!
5931170129,麗園藥局,新北市林口區麗園一街６巷１－４號１Ｆ,121.3766,25.07012,(02)26009405,羅氏家用新冠病毒抗原自我檢測套組,31,2022/05/09 08:09:02,無
5931171671,欣穎藥局,新北市林口區文化二路１段５３５號１樓,121.3843,25.0829,(02)26069786,羅氏家用新冠病毒抗原自我檢測套組,6,2022/05/09 08:09:02,實名制快篩:下午3點-5點。只收紙鈔。周日公休
5931171733,長欣藥局,新北市林口區中山路１８８號１樓之３,121.3894,25.07908,(02)26013171,羅氏家用新冠病毒抗原自我檢測套組,43,2022/05/09 08:09:02,快篩開賣時間早上9點10分 周日公休  身障.警消醫護可優先購買
5931171742,唯恩藥局,新北市林口區麗園一街９巷１號１樓之２,121.3768,25.07139,(02)26005805,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/09 08:09:02,快篩發放固定13點，領取號碼牌
5931171831,沐霖藥局,新北市林口區文化三路２段２８６號１樓,121.3775,25.08304,(02)26032086,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/09 08:09:02,~週日公休~
5931231207,大愛嘉安藥局,新北市八里區中山路２段４２２號１樓,121.3999,25.1476,(02)26107790,羅氏家用新冠病毒抗原自我檢測套組,62,2022/05/09 08:09:02,無
5931270026,仁又堂藥局,新北市金山區信義路１７號,121.6373,25.22091,(02)24982468,羅氏家用新冠病毒抗原自我檢測套組,63,2022/05/09 08:09:02,無
5931271103,躍獅五福藥局,新北市金山區中山路９９號１樓,121.6399,25.21925,(02)24081608,羅氏家用新冠病毒抗原自我檢測套組,23,2022/05/09 08:09:02,口罩販售時段:早上八點至售完為止
5931281074,北海岸藥局,新北市萬里區瑪鍊路９８號,121.6906,25.17868,(02)24922022,羅氏家用新冠病毒抗原自我檢測套組,23,2022/05/09 08:09:02,快篩劑每天早上8點開賣
5932010019,家佳藥局,桃園市桃園區瑞慶里莊一街８０號,121.2937,25.02199,(03)3175618,羅氏家用新冠病毒抗原自我檢測套組,96,2022/05/09 08:09:02,藥局不看診，周休二日
5932010202,安琪兒藥局,桃園市桃園區莊敬路二段７６號１樓,121.2934,25.02282,(03)3016965,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/09 08:09:02,無
5932010328,七加恩聯合藥局,桃園市桃園區中埔二街１２３號１樓,121.2959,25.01191,(03)3029302,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/09 08:09:02,1-5，8:15 發號碼牌  W6 8:45  庫存量不等於實際量
5932010560,均康藥局,桃園市桃園區中聖里國鼎一街２７號１樓之４,121.2875,24.98726,(03)2170172,羅氏家用新冠病毒抗原自我檢測套組,41,2022/05/09 08:09:02,快篩販售時間 : 早上8:00
5932010917,幸運草健保藥局,桃園市桃園區縣府路２８０號,121.2994,24.99316,(03)3379977,羅氏家用新冠病毒抗原自我檢測套組,32,2022/05/09 08:09:02,快篩販售時間：平日8:00起售完為止，週六9:00開始
5932011147,維格藥局,桃園市桃園區大興西路二段１２９號,121.2974,25.01048,(03)3016639,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/09 08:09:02,營業時間:8:30-12:00、14:00-22:00，快篩9:00販售
5932011585,北醫藥局,桃園市桃園區中正路８５４號,121.3011,25.01082,(03)3575806,羅氏家用新冠病毒抗原自我檢測套組,28,2022/05/09 08:09:02,快篩販賣時段：配送後販賣
5932011870,永祥大藥局,桃園市桃園區永安路５２８號,121.2986,25.00181,(03)3337161,羅氏家用新冠病毒抗原自我檢測套組,2,2022/05/09 08:09:02,口罩販賣時段：週一至週六早上9點
5932012402,聖昌藥師藥局,桃園市桃園區莊敬里中正路１２３８號１樓,121.2975,25.01898,(03)3266654,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/09 08:09:02,每日早上8:15開始賣快篩試劑
5932012573,悅藥坊人文藥局,桃園市桃園區桃智路６號,121.2948,24.96505,(03)3761688,羅氏家用新冠病毒抗原自我檢測套組,1,2022/05/09 08:09:02,快篩若有到貨，販售時段為：（一）~（六）17:00-19:00；（日）中午12:30
5932012591,迦南藥局,桃園市桃園區國聖一街６１號１樓之１,121.2885,24.98721,(03)3609938,羅氏家用新冠病毒抗原自我檢測套組,58,2022/05/09 08:09:02,快篩販售時間:週一至週五晚上7點半，六日不販售。
5932012742,益兒康藥局,桃園市桃園區國際路二段４０號,121.2887,24.99146,(03)3798851,羅氏家用新冠病毒抗原自我檢測套組,35,2022/05/09 08:09:02,實名制快篩販售時間:周一至周六08:00開始販售，售完為止
5932012813,桃園大興藥局,桃園市桃園區大興西路二段７６巷３號,121.2984,25.01183,(03)3013222,羅氏家用新冠病毒抗原自我檢測套組,18,2022/05/09 08:09:02,快篩實名制，每天16:00開始販售，售完為止。
5932013034,永明藥師藥局,桃園市桃園區永安路２６４號,121.304,24.99839,(03)3343606,羅氏家用新冠病毒抗原自我檢測套組,130,2022/05/09 08:09:02,實名制快篩試劑，早上8點多開始依衛福部規範憑健保卡，一人一卡一份（5劑入），每份500元。售出後不退換。
5932013114,仁悅藥師藥局,桃園市桃園區中山路６０號１樓,121.3116,24.99496,(03)3361718,羅氏家用新冠病毒抗原自我檢測套組,55,2022/05/09 08:09:02,快篩販售時間  早上08:00 ； 星期日停售
5932013392,桃園中正藥局,桃園市桃園區中正路３７３號,121.3079,24.99955,(03)3381600,羅氏家用新冠病毒抗原自我檢測套組,13,2022/05/09 08:09:02,快篩實名制，每天16:00開始販售，售完為止。
5932013409,欣立藥局,桃園市桃園區龍安街１８１－１號１樓,121.2782,24.99294,(03)3792001,羅氏家用新冠病毒抗原自我檢測套組,59,2022/05/09 08:09:02,快篩代售時間：晚上6點至銷售完畢。
5932013650,金安藥局,桃園市桃園區南華街１４８號,121.3077,24.99269,(03)3398088,羅氏家用新冠病毒抗原自我檢測套組,12,2022/05/09 08:09:02,無
5932013687,桃園春日藥局,桃園市桃園區春日路８７８號,121.3096,25.01561,(03)3580101,羅氏家用新冠病毒抗原自我檢測套組,80,2022/05/09 08:09:02,快篩實名制，每天16:00開始販售，售完為止。
5932014077,新資生民安大藥局,桃園市桃園區民安路９８號１樓,121.2997,24.99691,(03)3310098,羅氏家用新冠病毒抗原自我檢測套組,27,2022/05/09 08:09:02,每日14:00開賣.售完為止.臉書粉專會公告最新訊息.可關注
5932014102,小飛象藥局,桃園市桃園區慈文路１９２號,121.3041,25.00907,(03)3552771,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/09 08:09:02,5／8完售，5／9[21:30]開賣78份，再打來問就掛電話。不發號碼牌請自行計算人數。即起調劑確診者視訊處方，請自保。
5932014111,鴻發藥師藥局,桃園市桃園區大有路５４３號,121.3171,25.0149,(03)3582468,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/09 08:09:02,實聯快篩:早上09:30發放號碼牌，限當日下午2~4點憑牌購買，逾時不候請見諒
5932014371,杏一桃園敏盛藥局,桃園市桃園區經國路１１８號,121.3065,25.01545,(03)3254973,羅氏家用新冠病毒抗原自我檢測套組,10,2022/05/09 08:09:02,快篩實名制販售時間請依門市公告。  藥師諮詢服務時間平日10:00-19:00。
5932014433,樺品藥局,桃園市桃園區中華路４８號１樓,121.3104,24.99093,(03)3476667,羅氏家用新冠病毒抗原自我檢測套組,47,2022/05/09 08:09:02,營業時間:9:30-21:30，11:00取號碼牌購買快篩
5932014442,新光藥局,桃園市桃園區大有路１７２號,121.3209,25.00752,(03)3310133,羅氏家用新冠病毒抗原自我檢測套組,116,2022/05/09 08:09:02,營業時間:週一至週五10:00-22:00；快篩下午2:00開始，賣完為止，不發號碼牌
5932018539,新永安藥師藥局,桃園市桃園區永安路４６６號,121.2994,25.00081,(03)3471180,羅氏家用新冠病毒抗原自我檢測套組,61,2022/05/09 08:09:02,快篩實名制星期一~星期日早上8:30開賣，賣完為止，謝謝!
5932018548,五代全民藥局,桃園市桃園區中山路九十七號,121.3107,24.99424,(03)3355001,羅氏家用新冠病毒抗原自我檢測套組,40,2022/05/09 08:09:02,快篩購買時間08:00起
5932018628,民富大藥局,桃園市桃園區大有路４８８號,121.3186,25.01277,(03)3469976,羅氏家用新冠病毒抗原自我檢測套組,74,2022/05/09 08:09:02,快篩販賣時段：暫定週一至週五14:00-15:00， 週六.日不發放以現場公告時間為主
593201A284,康泰藥局,桃園市桃園區大業路一段三二三號,121.3127,25.01136,(03)3588299,羅氏家用新冠病毒抗原自我檢測套組,2,2022/05/09 08:09:02,上午 8:50領號碼牌，11:00前購買，逾時將售予現場民眾
593201A506,永忻藥局,桃園市桃園區大興路一九三號一樓,121.312,25.01564,(03)3585569,羅氏家用新冠病毒抗原自我檢測套組,76,2022/05/09 08:09:02,口罩販賣時段：週一~週六 15:00~1700
5932020324,回生藥局,桃園市中壢區福州二街４０８號,121.232,24.9676,(03)4616483,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/09 08:09:02,口罩販賣時段：早上9點，以藥局當日公告為主
5932020360,日進藥局,桃園市中壢區中山東路二段１５６號,121.2394,24.95276,(03)4569132,羅氏家用新冠病毒抗原自我檢測套組,59,2022/05/09 08:09:02,政府實名制快篩販售時間:每日早上08:00~售完為止！
5932020575,國泰藥局,桃園市中壢區中正路３４２號,121.1939,24.97931,(03)4937136,羅氏家用新冠病毒抗原自我檢測套組,8,2022/05/09 08:09:02,無
5932021090,新生藥師藥局,桃園市中壢區民權路５２號,121.2172,24.95608,(03)4919796,羅氏家用新冠病毒抗原自我檢測套組,5,2022/05/09 08:09:02,販賣時段：0840
5932021269,優良藥局,桃園市中壢區長春路２０號,121.2499,24.97907,(03)4612336,羅氏家用新冠病毒抗原自我檢測套組,1,2022/05/09 08:09:02,快篩販售時間10:00
5932021401,懷仁藥師健保藥局,桃園市中壢區中北路９３號１樓,121.238,24.95653,(03)4378466,羅氏家用新冠病毒抗原自我檢測套組,12,2022/05/09 08:09:02,實名制快篩銷售\5月7號更改時間為下午5:00\星期日沒有販售
5932021830,億源藥局,桃園市中壢區林森路１７６號,121.2268,24.94399,(03)4595111,羅氏家用新冠病毒抗原自我檢測套組,68,2022/05/09 08:09:02,8:30-21:00／口罩販賣時段：08:30開始，售完為止
5932022159,躍獅新明藥局,桃園市中壢區新明路６６號１樓,121.215,24.95868,(03)2813361,羅氏家用新冠病毒抗原自我檢測套組,10,2022/05/09 08:09:02,快篩販賣時段：14:00~售完為止，現場排隊 ， 星期天沒有販售快篩
5932022257,星康生活藥局,桃園市中壢區中美路二段94號,121.2218,24.96005,(03)4252869,羅氏家用新冠病毒抗原自我檢測套組,2,2022/05/09 08:09:02,5／7-5／9 實名制快篩14:00販售  5／10之後另行公佈販賣時間
5932022631,中壢中正藥局,桃園市中壢區中正路３６３、３６５號,121.2163,24.95532,(03)4014100,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/09 08:09:02,快篩實名制，每天16:00開始販售，售完為止。
5932023012,鴻安中西藥局,桃園市中壢區新中北路二段１９１號１樓,121.2625,24.95597,(03)4520615,羅氏家用新冠病毒抗原自我檢測套組,46,2022/05/09 08:09:02,快篩1030-1130。週一到周日都有。
5932023021,辰鴻藥局,桃園市中壢區環中東路１１０號,121.2585,24.96527,(03)4638639,羅氏家用新冠病毒抗原自我檢測套組,156,2022/05/09 08:09:02,周一至週六 9:00開始，政府滾動式調整配貨
5932023281,裕翔藥局,桃園市中壢區榮民路４８號１樓,121.2606,24.96956,(03)4355499,羅氏家用新冠病毒抗原自我檢測套組,58,2022/05/09 08:09:02,快篩下午五點販售
5932023370,中力藥局,桃園市中壢區復興路５４號,121.2249,24.95742,(03)4273119,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/09 08:09:02,05／01 ，全日休息。
5932023432,敏康藥局,桃園市中壢區福德路３４號之１樓,121.2581,24.97485,(03)4611961,羅氏家用新冠病毒抗原自我檢測套組,60,2022/05/09 08:09:02,快篩實名制，每日早上八點販售，售完為止
5932023512,大順藥局,桃園市中壢區興仁路三段５６號,121.2642,24.95469,(03)4654675,羅氏家用新冠病毒抗原自我檢測套組,74,2022/05/09 08:09:02,5／7起 快篩實名制，早上八點販售，售完為止。
5932023558,德春藥局,桃園市中壢區中山路４４５號,121.2165,24.95668,(03)4933495,羅氏家用新冠病毒抗原自我檢測套組,14,2022/05/09 08:09:02,快篩試劑6AM發號碼牌，8AM領試劑
5932023647,樂謙藥師藥局,桃園市中壢區龍東路１３４號,121.2522,24.92929,(03)4662775,羅氏家用新冠病毒抗原自我檢測套組,46,2022/05/09 08:09:02,實名快篩每日下午2點、晚上6點 各發39份
5932023665,生源藥局,桃園市中壢區中光路７１號,121.2275,24.95668,(03)4221606,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/09 08:09:02,快篩販賣時段：08:30～10:30
5932023889,華勛藥局,桃園市中壢區華勛街１１２、１１４號,121.2597,24.95065,(03)4161881,羅氏家用新冠病毒抗原自我檢測套組,1,2022/05/09 08:09:02,快篩實名制，每天16:00開始販售，售完為止。
5932023987,薰衣草藥局,桃園市中壢區新生路３３５號１樓,121.2231,24.96495,(03)4253330,羅氏家用新冠病毒抗原自我檢測套組,1,2022/05/09 08:09:02,週日無販售，其餘販售時間依粉絲團公告
5932024028,天晟社區藥局,桃園市中壢區延平路１５３號１樓,121.2292,24.9627,(03)4629292,羅氏家用新冠病毒抗原自我檢測套組,47,2022/05/09 08:09:02,無
5932024180,小瓢蟲藥局,桃園市中壢區正大街２５號１樓,121.2047,24.95836,(03)4020967,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/09 08:09:02,營業時間：上午0830-1200，下午1400-1730，晚上1800-2130，週六晚上休息，周日下午晚上休息
5932024199,千和藥局,桃園市中壢區中美路１段４９號,121.2233,24.95944,(03)4518884,羅氏家用新冠病毒抗原自我檢測套組,4,2022/05/09 08:09:02,無
5932024242,樂心藥局,桃園市中壢區中山東路２段５３６號１樓,121.2455,24.94672,(03)4655667,羅氏家用新冠病毒抗原自我檢測套組,60,2022/05/09 08:09:02,若有庫存，則於每日早上8:00販售
5932024251,佑全中壢中山藥局,桃園市中壢區中山東路２段２７號１樓,121.2374,24.95443,(03)4385373,羅氏家用新冠病毒抗原自我檢測套組,1,2022/05/09 08:09:02,家用快篩販售時間：下午1400-售完為止
5932024260,新資生福州大藥局,桃園市中壢區福州二街４０９號,121.232,24.96789,(03)3606180,羅氏家用新冠病毒抗原自我檢測套組,1,2022/05/09 08:09:02,營業時間：星期六 日 上午0900至下午1000
5932024304,鈞康藥局,桃園市中壢區興仁路２段９１號１樓,121.263,24.96665,(03)2850505,羅氏家用新冠病毒抗原自我檢測套組,29,2022/05/09 08:09:02,營業時間：上午11點-售完。星期六日不販售
5932028491,新典藥局,桃園市中壢區龍東路４２５號,121.2561,24.93391,(03)4371986,羅氏家用新冠病毒抗原自我檢測套組,30,2022/05/09 08:09:02,8:00-12:00；15:00-21:00；三節營業至12:00／快篩實名制時段：8點營業時間開始販售.售完為止.
5932029676,中日大藥局,桃園市中壢區中北路二段７８號,121.225,24.95063,(03)4285068,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/09 08:09:02,快篩11點前到貨，11點開始販售；11點後到貨，到貨開始販售
593202A226,冠昇藥局,桃園市中壢區慈惠三街１１７號２樓,121.2253,24.96323,(03)4260227,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/09 08:09:02,口罩販賣時段：08:30到18:00 ，星期日無販售
593202A360,福德藥局,桃園市中壢區福德路３０號,121.2589,24.97388,(03)4511208,羅氏家用新冠病毒抗原自我檢測套組,43,2022/05/09 08:09:02,口罩販賣時段：8:00~
593202B349,健康生活藥局,桃園市中壢區中山路二五號,121.2277,24.95526,(03)4272729,羅氏家用新冠病毒抗原自我檢測套組,54,2022/05/09 08:09:02,口罩8:30
593202B483,千葉大藥局,桃園市中壢區新生路三Ｏ七號,121.223,24.96434,(03)4251886,羅氏家用新冠病毒抗原自我檢測套組,130,2022/05/09 08:09:02,快篩販賣時段：滾動式配送.滾動式販售.（正常時間配送 於早上8點販售）
5932030160,永耘藥局,桃園市大溪區介壽路６４號,121.2946,24.92239,(03)3804770,羅氏家用新冠病毒抗原自我檢測套組,52,2022/05/09 08:09:02,快篩試劑販賣時段: 週一至週日早上8:00
5932031372,康莊藥局,桃園市大溪區康莊路１０２號,121.2881,24.88211,(03)3870240,羅氏家用新冠病毒抗原自我檢測套組,23,2022/05/09 08:09:02,快篩劑 週一至週日早上7:40 開始販售
5932031710,甯慶藥局,桃園市大溪區介壽路１１７９號,121.2841,24.90002,(03)3801199,羅氏家用新冠病毒抗原自我檢測套組,1,2022/05/09 08:09:02,快篩販賣時段：13:00-15:00 自備零錢
5932031756,明仁藥局,桃園市大溪區介壽路８１號１樓,121.2949,24.92218,(03)3804832,羅氏家用新冠病毒抗原自我檢測套組,68,2022/05/09 08:09:02,0800-11000
5932031890,福生藥局,桃園市大溪區民權東路１０３號１樓,121.2919,24.88209,(03)3873533,羅氏家用新冠病毒抗原自我檢測套組,58,2022/05/09 08:09:02,早上八點開始發放快篩試劑
5932040246,龍泰藥局,桃園市楊梅區民族路五段１４７巷２號,121.1736,24.9586,(03)4901525,羅氏家用新冠病毒抗原自我檢測套組,21,2022/05/09 08:09:02,快篩販售時間:早上7:30領號碼牌下午2點至4點領快篩（當日有效） 六日中午10點至12點領快篩
5932042080,佳禾藥局,桃園市楊梅區永美路３３３號,121.182,24.91713,(03)4827805,羅氏家用新冠病毒抗原自我檢測套組,71,2022/05/09 08:09:02,周一 至周五快篩販售 8點
5932042124,佑健藥師藥局,桃園市楊梅區中山北路二段一Ｏ八號一樓,121.1699,24.90855,(03)4315478,羅氏家用新冠病毒抗原自我檢測套組,11,2022/05/09 08:09:02,快篩販賣時段上午9點開始現場排隊， 售完為止
5932043005,佳青藥局,桃園市楊梅區青山五街１６號１樓及地下一樓,121.171,24.92068,(03)2755235,羅氏家用新冠病毒抗原自我檢測套組,6,2022/05/09 08:09:02,週一至周六早上8點販售實名制快篩（5／7完售）
5932043274,躍獅天明藥局,桃園市楊梅區大成路１７７號,121.1457,24.91247,(03)2888295,羅氏家用新冠病毒抗原自我檢測套組,302,2022/05/09 08:09:02,快篩販售時間：週一至週五上午8：00售完為止，週六日不販售
5932043390,元森藥局,桃園市楊梅區瑞溪路２段１２５號１樓,121.1806,24.90875,(03)4311058,羅氏家用新冠病毒抗原自我檢測套組,1,2022/05/09 08:09:02,無
5932050215,九德藥局,桃園市蘆竹區中山路６９號,121.3003,25.05242,(03)3116868,羅氏家用新冠病毒抗原自我檢測套組,25,2022/05/09 08:09:02,口罩販賣時段：中午12點
5932052433,承昇藥局,桃園市蘆竹區桃園街８６號,121.2918,25.04607,(03)3211085,羅氏家用新冠病毒抗原自我檢測套組,8,2022/05/09 08:09:02,快篩實名制販賣時間：週一~週五晚上18:30 ~售完；週六早上08:30~售完，現埸排隊
5932052442,喜多福藥局,桃園市蘆竹區山腳里南山路三段２６５號１樓,121.2859,25.08434,(03)3240083,羅氏家用新冠病毒抗原自我檢測套組,45,2022/05/09 08:09:02,星期一~星期六，早上8點開始販售
5932052979,南崁藥局,桃園市蘆竹區中正路２５１、２５３、２５５號,121.2921,25.04695,(03)3522022,羅氏家用新冠病毒抗原自我檢測套組,157,2022/05/09 08:09:02,快篩實名制，每天16:00開始販售，售完為止。
5932053010,辰安藥局,桃園市蘆竹區上興路２１６號１樓,121.2601,25.01896,(03)3136631,羅氏家用新冠病毒抗原自我檢測套組,64,2022/05/09 08:09:02,08:00AM 發號碼牌；系統進貨已含隔日庫存*本藥局實名制快篩規則統一公告臉書
5932053092,敏新藥局,桃園市蘆竹區海山路１４號,121.2862,25.08615,(03)3248202,羅氏家用新冠病毒抗原自我檢測套組,127,2022/05/09 08:09:02,快篩現場排隊購買，早上8:00開始販售，售完為止。星期天無販售
5932060088,銘方大藥局,桃園市大園區大園里中華路３２號,121.1982,25.06647,(03)3865077,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/09 08:09:02,快篩試劑販賣時段 : 早上 8:30 起至售完為止
5932060168,永固安藥局,桃園市大園區中山南路五六號,121.1974,25.06282,(03)3867233,羅氏家用新冠病毒抗原自我檢測套組,33,2022/05/09 08:09:02,快篩販賣時段:依據永固安藥局粉絲專頁公告
5932062402,德馨藥局,桃園市大園區中華路７２號,121.1993,25.06728,(03)3853586,羅氏家用新冠病毒抗原自我檢測套組,39,2022/05/09 08:09:02,快篩試劑 星期一至星期六 早上8點00分開始賣 ..星期日不賣快篩
5932070208,福民藥局,桃園市龜山區山鶯路１０８號,121.3241,24.98942,(03)3207779,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/09 08:09:02,口罩販賣時段：原則上週一至週六早上9點-11點，以藥局當天公告為主
5932070253,高田藥師藥局,桃園市龜山區山鶯路７６號,121.3237,24.99004,(03)3336363,羅氏家用新冠病毒抗原自我檢測套組,1,2022/05/09 08:09:02,口罩販賣時段：早上11:00-早上11:30
5932076157,安康藥局,桃園市龜山區萬壽路二段９５７號一樓,121.3379,24.99506,(03)3597032,羅氏家用新冠病毒抗原自我檢測套組,73,2022/05/09 08:09:02,口罩販賣時段:周一至周六營業時間
5932076791,誠安生活藥局,桃園市龜山區文化七路７９之２號,121.3635,25.05166,(03)3271997,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/09 08:09:02,實名制快篩試劑每日下午三點啟售。5／7.8週六週日不販售
5932076862,和信藥局,桃園市龜山區南祥路５８號１樓,121.2979,25.04629,(03)2124028,羅氏家用新冠病毒抗原自我檢測套組,64,2022/05/09 08:09:02,快篩販賣時段：每日中午12點，5／8（日）母親節公休一日。
5932077270,明昌藥局,桃園市龜山區中興里萬壽路二段１１９１－６號,121.3318,24.99291,(03)3501205,羅氏家用新冠病毒抗原自我檢測套組,1,2022/05/09 08:09:02,無
5932077298,家和藥局,桃園市龜山區建國東路９７號,121.3252,24.98754,(03)3196416,羅氏家用新冠病毒抗原自我檢測套組,4,2022/05/09 08:09:02,快篩販賣時段：週一至週日15:00-17:00
5932077305,全興藥局,桃園市龜山區光峰路１５３號１樓,121.3427,25.0026,(03)3597901,羅氏家用新冠病毒抗原自我檢測套組,80,2022/05/09 08:09:02,上午8:30開始販售實名制快篩試劑，禮拜日公休。
5932077378,佑昌藥局,桃園市龜山區民生北路一段５３４號,121.298,25.044,(03)3120760,羅氏家用新冠病毒抗原自我檢測套組,1,2022/05/09 08:09:02,實名制快篩發放時間 14:00
5932077510,左外野藥局,桃園市龜山區文光街６號１樓,121.3802,25.05471,(03)3271503,羅氏家用新冠病毒抗原自我檢測套組,72,2022/05/09 08:09:02,快篩販售:晚上19:30至20:30（週五公休）*不發號碼牌 請直接排隊購買
5932077618,大山藥局,桃園市龜山區中興路１段１８、２２、２４號１樓,121.3379,24.99376,(03)3191057,羅氏家用新冠病毒抗原自我檢測套組,24,2022/05/09 08:09:02,無
5932077645,美康萬壽藥局,桃園市龜山區萬壽路１段３２５號１、２樓,121.4024,25.0169,(02)82000001,羅氏家用新冠病毒抗原自我檢測套組,73,2022/05/09 08:09:02,下午兩點開始發號碼牌販售公費快篩
5932083303,吉康生活藥局,桃園市八德區義勇街１２０號,121.3045,24.96354,(03)3768577,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/09 08:09:02,周休二日，周一到周五09.:30發放快篩號碼牌 銷售時間 09:30-11:30
5932083330,健康中西藥師藥局,桃園市八德區興豐路326號２樓,121.287,24.92923,(03)3650198,羅氏家用新冠病毒抗原自我檢測套組,17,2022/05/09 08:09:02,無
5932083509,上方藥局,桃園市八德區廣褔路一八八號,121.279,24.96204,(03)3635902,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/09 08:09:02,販賣快篩:於午間12:30~1:30發號碼牌，開賣時間下午3:00~4:30，賣完為止
5932083527,新大明藥局,桃園市八德區大明街二一號一樓,121.2958,24.96902,(03)3618284,羅氏家用新冠病毒抗原自我檢測套組,13,2022/05/09 08:09:02,快篩上午6.10開始領號碼牌領完為止假ㄖ無休
5932083670,保健藥局,桃園市八德區介壽路一段８３３號２樓,121.3,24.96168,(03)3669486,羅氏家用新冠病毒抗原自我檢測套組,186,2022/05/09 08:09:02,無
5932083974,晨鴻藥師藥局,桃園市八德區桃鶯路７號１樓,121.3265,24.97179,(03)3764299,羅氏家用新冠病毒抗原自我檢測套組,14,2022/05/09 08:09:02,快篩為早上8:30跟晚上6:00領取號碼牌，星期六早上一次發78份，快篩地圖數量參考就好，請勿再打電話詢問 謝謝
5932084248,佑兒康藥局,桃園市八德區永豐路５７０號,121.2718,24.97541,(03)3709680,羅氏家用新冠病毒抗原自我檢測套組,2,2022/05/09 08:09:02,快篩販售時間:  每週一.二.四.五.六 下午2:30 開始 ； 每週三.日 晚上8:50開始
5932084533,柚兒藥局,桃園市八德區興仁里豐田三路７９號,121.2875,24.9285,(03)3652002,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/09 08:09:02,快篩販賣時間：08:40  周一至周六 （ 周日休息 ）
5932084668,奕成健保大藥局,桃園市八德區興豐路６７３號１樓,121.2958,24.93121,(03)3732113,羅氏家用新冠病毒抗原自我檢測套組,1,2022/05/09 08:09:02,早上10:30發放39份、晚上9:30發放39份  （六、日無放快篩）
5932084677,杏一八德介壽藥局,桃園市八德區介壽路一段７７１號１樓,121.3003,24.96305,(03)3665542,羅氏家用新冠病毒抗原自我檢測套組,156,2022/05/09 08:09:02,假日及國定假日不賣快篩.平日早上10點 開始賣
5932084739,元冠大藥局,桃園市八德區豐德路１７號,121.295,24.92466,(03)3657868,羅氏家用新冠病毒抗原自我檢測套組,134,2022/05/09 08:09:02,固定販售時間 早上8:00 發號碼牌 發完為止 感謝您
5932084748,井三原健保藥局,桃園市八德區介壽路１段９５６號,121.2992,24.95842,(03)2184078,羅氏家用新冠病毒抗原自我檢測套組,56,2022/05/09 08:09:02,實名制快篩週一至週六早上8:30開賣，週日不販售快篩，實際庫存依現場為主
5932084793,美康健保藥局,桃園市八德區桃鶯路９１號１、２樓,121.328,24.97036,(03)3613624,羅氏家用新冠病毒抗原自我檢測套組,55,2022/05/09 08:09:02,無
5932084800,瑞豐藥局,桃園市八德區興豐路５７７號１樓,121.2935,24.93075,(03)3681456,羅氏家用新冠病毒抗原自我檢測套組,1,2022/05/09 08:09:02,快篩實名制，每天16:00開始販售，售完為止。
5932084828,阿爾富山藥局,桃園市八德區桃鶯路４號１樓,121.3261,24.97167,(03)3763350,羅氏家用新冠病毒抗原自我檢測套組,1,2022/05/09 08:09:02,本藥局實名制快篩於每日晚間7點以實際到貨數量發放，唯保留可視現場排隊人數額滿情況.酌情提前發號碼牌並受理購買!
5932084873,宏昌藥局,桃園市八德區介壽路１段８９０號,121.2994,24.95998,(03)3639797,羅氏家用新冠病毒抗原自我檢測套組,1,2022/05/09 08:09:02,每日13:30開賣 星期日休息
